SMILES,X1s,Y1s,Category,Ring1_Substituents,Ring2_Substituents,ortho,meta,para,ortho_r2,meta_r2,para_r2
C/C(=C(\F)C(=O)Nc1ccc(-c2ccccc2S(N)(=O)=O)cc1Br)c1cccc(C(=N)NO)c1,0.351792004,0.8371241,poly-substituted,2,1,0,1,1,1,0,0
COc1ccc(NC(=O)c2ccc(-c3ccc(C(=O)N(C)C)cc3C)cc2)cc1N1CCN(C)CC1,0.083144809,0.961023294,poly-substituted,1,2,0,0,1,1,0,1
N=C(NO)c1ccc(-c2ccc(-c3ccc(/C(N)=N\O)cc3)cc2F)cc1,0.049473127,0.976865053,poly-substituted,1,2,0,0,1,1,0,1
COc1c(O)c(-c2ccccc2)cc(O)c1-c1ccccc1O,0.192069254,0.916006756,poly-substituted,4,1,2,1,1,1,0,0
CNS(=O)(=O)c1ccc(-c2cc(-c3ccccc3)cc(C(N)=O)c2O)cc1,0.233511552,0.819110753,poly-substituted,1,3,0,0,1,1,2,0
NC(CO)(CO)CCc1ccc(-c2ccc(Sc3ccccc3)cc2F)cc1,0.079389122,0.97072516,poly-substituted,1,2,0,0,1,1,0,1
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2cc(OC)ccc2-c2nn[nH]n2)cc1,0.316587173,0.80165923,poly-substituted,1,2,0,0,1,1,1,0
Nc1cc(C(=O)O)c(-c2cc(O)c(N)cc2C(=O)O)cc1O,0.390793346,0.905001152,poly-substituted,3,3,1,1,1,1,1,1
C=C(C)c1ccc(-c2ccc(C(=O)NCC(C)C)cc2C(=O)O)c(C(=O)Nc2ccc(C(=N)N)cc2)c1,0.451300947,0.640663553,poly-substituted,2,2,1,0,1,1,0,1
CCCc1nc2ccc(NC(=O)NC(C)C)cc2c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccc(CC)cc2F)cc1F,0.429207055,0.952696569,poly-substituted,2,1,0,1,1,1,0,0
O=C(CCCCCO)c1ccc(-c2ccc(Cl)cc2Cl)cc1,0.163065375,0.958482693,poly-substituted,1,2,0,0,1,1,0,1
Cc1cc(-c2ccc(F)cc2F)ccc1S(=O)(=O)NCCCCO,0.228605531,0.836536343,poly-substituted,2,2,0,1,1,1,0,1
COc1cc(-c2ccc(F)cc2F)cc(OC)c1O,0.28203506,0.771161272,poly-substituted,3,2,0,2,1,1,0,1
