SMILES,X1s,Y1s,Category,Ring1_Substituents,Ring2_Substituents,ortho,meta,para,ortho_r2,meta_r2,para_r2
CCCCOc1cc(F)c(-c2ccc(CCC(N)(CO)COP(=O)(O)O)cc2)cc1F,0.148412829,0.926680376,poly-substituted,3,1,1,1,1,0,0,1
CCCCN1C(=O)C2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccccc2)cc1,0.452903474,0.793747895,variable-combination,1,1,0,0,1,1,0,0
Cc1cc(-c2ccc(NC(=O)N3CCc4cc(Cl)c(N5CCN(C)CC5)cc43)cc2)ccc1C#N,0.496990296,0.818852825,poly-substituted,2,1,0,1,1,0,0,1
CCc1cc(-c2ccc(F)cc2)c(O)cc1OCCCOc1cc(Oc2ccc(C(=O)O)cc2)ccc1CCC(=O)O,0.397705055,0.756138605,poly-substituted,3,1,1,1,1,0,0,1
CN1CCCC(CN2CCN(Cc3cccc(-c4ccc(-c5nc6ccccc6[nH]5)cc4)c3)CC2)C1,0.298551991,0.800811305,variable-combination,1,1,0,1,0,0,0,1
CCCCN(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)c1[nH]cnc2nc(C)nc1-2,0.2016412,0.932042797,variable-combination,1,1,0,0,1,1,0,0
Nc1cccc(CNCc2cccc(-c3ccc(-c4nc5ccccc5[nH]4)cc3)c2)c1,0.222707699,0.823290427,variable-combination,1,1,0,1,0,0,0,1
CCNC(=O)[C@@H](NC(=O)c1ccccc1-c1ccccc1)[C@@H]1NC(C(=O)NCCNC(=O)[C@@H]2N[C@@H]([C@H](NC(=O)c3ccccc3-c3ccccc3)C(=O)NCC)SC2(C)C)C(C)(C)S1,0.409998755,0.918744446,single-ring-substituted,1,0,1,0,0,0,0,0
CC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(N)=O,0.606649247,0.965065612,single-ring-substituted,1,0,0,0,1,0,0,0
CCCN(CCC)Cc1ccc(-c2ccc(CN(CCC)CCC)cc2)cc1,0.139602461,0.940293227,variable-combination,1,1,0,0,1,0,0,1
NC(Cc1cc(Cl)c(Cl)c(-c2ccccc2C(=O)O)c1)C(=O)O,0.364904672,0.871066008,poly-substituted,3,1,1,2,0,1,0,0
CN1CCN(c2ccc(-c3cccc(C(Cc4ccccc4)C(=O)NCC#N)c3)cc2)CC1,0.330911827,0.913156802,variable-combination,1,1,0,0,1,0,1,0
CCCc1cc(=O)n(CCN2C(=O)c3ccccc3C2=O)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,0.171460232,0.881890611,variable-combination,1,1,0,0,1,1,0,0
CN(C)Cc1ccc(Nc2cc(-c3ccc(-c4ccc(O)cc4O)cc3)[nH]n2)cc1,0.164615948,0.862966311,poly-substituted,1,2,0,0,1,1,0,1
COc1cc(-c2ccccc2O)cc(OC)c1O,0.351824205,0.714020105,poly-substituted,3,1,0,2,1,1,0,0
